"","Name","Position","Number","Speech","Day","Time","Title","Link","X","Category","EndTime","X.1","X.2","Rep","Dem","SenateRep","HORRep","Unemployment","FedFunds","Number.1","ChangeVix","ChangeSP"
"100","Bush","President","110",0.125,"X4.14.08","10:14","","President Bush Meets with Cabinet, Discusses Economy, Colombia Free Trade Agreement","http://georgewbush-whitehouse.archives.gov/news/releases/2008/04/20080414.html","Economy","10:17",NA,NA,1,0,0.49,0.455172414,5,2.32,"110",-0.00248550124275072,-0.00188747349265313
"101","Bush","President","111",-0.015,"X4.25.08","9:16","","President Bush Discusses Economic Stimulus Rebate Checks","http://georgewbush-whitehouse.archives.gov/news/releases/2008/04/20080425.html","Economy","9:18",NA,NA,1,0,0.49,0.455172414,5,2.28,"111",-0.00623441396508722,0.00503494075263686
"102","Bush","President","112",0.129405,"X5.2.08","12:11","","President Bush Discusses Economy, Trade","http://georgewbush-whitehouse.archives.gov/news/releases/2008/05/20080502-8.html","Economy","1:15",NA,NA,1,0,0.49,0.455172414,5.4,1.88,"112",0.00464699863574366,0.00464699863574366
"103","Bush","President","113",0.1777,"X5.7.08","10:06","","President Bush Meets with House Republican Conference","http://georgewbush-whitehouse.archives.gov/news/releases/2008/05/20080507.html","Economy","10:09",NA,NA,1,0,0.49,0.455172414,5.4,2.01,"113",0.0352,-0.0104224933266305
"104","Bush","President","114",0.3464,"X5.19.08","11:15","","President Bush Meets with the Secretary of the Treasury","http://georgewbush-whitehouse.archives.gov/news/releases/2008/05/20080519.html","Economy","11:18",NA,NA,1,0,0.49,0.455172414,5.4,1.95,"114",-0.00782401869418867,-0.00782401869418867
"105","Bush","President","115",0.12877,"X5.23.08","10:54","","President Bush Discusses World Trade Week","http://georgewbush-whitehouse.archives.gov/news/releases/2008/05/20080523.html","Economy","11:15",NA,NA,1,0,0.49,0.455172414,5.4,1.99,"115",-0.0142638818135506,0.000814308564781075
"106","Bush","President","116",0.1415,"X6.2.08","11:00","","President Bush Discusses Economy and Tax Cuts","http://georgewbush-whitehouse.archives.gov/news/releases/2008/06/20080602-2.html","Economy","11:03",NA,NA,1,0,0.49,0.455172414,5.6,2.06,"116",-0.0274779195289499,0.00531783688097617
"107","Bush","President","117",0.13409,"X7.11.08","11:38","","President Bush Meets with Economic Team","http://georgewbush-whitehouse.archives.gov/news/releases/2008/07/20080711-4.html","Economy","11:41",NA,NA,1,0,0.49,0.455172414,5.8,1.97,"117",0.0100640513714816,0.0100640513714816
"108","Bush","President","118",0.11422,"X7.14.08","13:27","","President Bush Discusses Outer Continental Shelf Exploration","http://georgewbush-whitehouse.archives.gov/news/releases/2008/07/20080714-4.html","Economy","",NA,NA,1,0,0.49,0.455172414,5.8,2.06,"118",0.000578368999421661,0.000578368999421661
"109","Bush","President","119",0.06235,"X7.15.08","10:22","","Press Conference by the President","http://georgewbush-whitehouse.archives.gov/news/releases/2008/07/20080715-1.html","Economy","11:04",NA,NA,1,0,0.49,0.455172414,5.8,2.16,"119",-0.0421388101983002,0.0063623427814396
"110","Bush","President","120",0.12045,"X7.30.08","10:59","","President Bush Meets with Cabinet Members","http://georgewbush-whitehouse.archives.gov/news/releases/2008/07/20080730-1.html","Economy","",NA,NA,1,0,0.49,0.455172414,5.8,2.03,"120",-0.025148605395519,0.012338670892563
"111","Bush","President","121",0.09513,"X7.31.08","10:38","","President Bush Attends 2008 Annual Meeting of the West Virginia Coal Association","http://georgewbush-whitehouse.archives.gov/news/releases/2008/07/20080731-5.html","Economy","11:10",NA,NA,1,0,0.49,0.455172414,5.8,2.09,"121",-0.00180831826401459,-0.000839656917752808
"112","Bush","President","122",0.08198,"X8.12.08","1:57","","President Bush Meets with Coalition for Affordable American Energy","http://georgewbush-whitehouse.archives.gov/news/releases/2008/08/20080812-2.html","Economy","",NA,NA,1,0,0.49,0.455172414,6.1,1.95,"122",-0.00627249119616569,-0.00627249119616569
"113","Bush","President","123",0.2045,"X9.18.08","10:00","","President Bush Discusses Economy","http://georgewbush-whitehouse.archives.gov/news/releases/2008/09/20080918.html","Economy","10:17",NA,NA,1,0,0.49,0.455172414,6.1,2.16,"123",-0.00209314495028776,0.0101261002397376
"114","Bush","President","124",0.12422,"X9.19.08","10:45","","President Bush Discusses Economy","http://georgewbush-whitehouse.archives.gov/news/releases/2008/09/20080919-2.html","Economy","10:54",NA,NA,1,0,0.49,0.455172414,6.1,1.48,"124",0.00450305564490192,-0.0082019878318673
"115","Bush","President","125",0.10584,"X9.23.08","9:30","","Press Gaggle Via Conference Call with Deputy Press Secretary Tony Fratto on the Economy","http://georgewbush-whitehouse.archives.gov/news/releases/2008/09/20080923-6.html","Economy","9:41",NA,NA,1,0,0.49,0.455172414,6.1,1.46,"125",0.0331541218637995,-0.0083916545078351
"116","Bush","President","126",0.13928,"X9.26.08","9:30","","President Bush Discusses Negotiations to Finalize Legislation on the Financial Rescue Package","http://georgewbush-whitehouse.archives.gov/news/releases/2008/09/20080926.html","Economy","9:42",NA,NA,1,0,0.49,0.455172414,6.1,1.08,"126",-0.00653223516046589,0.00427779731109894
"117","Bush","President","127",-0.03079,"X9.30.08","8:45","","President Bush Discusses Economic Rescue Plan","http://georgewbush-whitehouse.archives.gov/news/releases/2008/09/20080930.html","Economy","8:49",NA,NA,1,0,0.49,0.455172414,6.1,2.03,"127",-0.00768468021814582,0.00611995104039168
"118","Bush","President","128",-0.02314,"X10.2.08","11:36","","President Bush Meets with Representatives of American Businesses on the Economic Rescue Package","http://georgewbush-whitehouse.archives.gov/news/releases/2008/10/20081002-1.html","Economy","11:39",NA,NA,1,0,0.49,0.455172414,6.5,0.67,"128",-0.00842714126807566,-0.00842714126807566
"119","Bush","President","129",0.02724,"X10.3.08","14:03","","President Bush Discusses Emergency Economic Stabilization Act of 2008","http://georgewbush-whitehouse.archives.gov/news/releases/2008/10/20081003-11.html","Economy","14:08",NA,NA,1,0,0.49,0.455172414,6.5,1.1,"129",-0.0420904028652845,-0.0420904028652845
"120","Bush","President","130",0.2121,"X10.3.08","14:38","","President Bush Visits Department of the Treasury","http://georgewbush-whitehouse.archives.gov/news/releases/2008/10/20081003-16.html","Economy","14:39",NA,NA,1,0,0.49,0.455172414,6.5,1.1,"130",-0.0420904028652845,-0.0420904028652845
"121","Bush","President","131",-0.0625,"X10.6.08","11:44","","President Bush Meets with Small Business Owners in Texas, Discusses Economy","http://georgewbush-whitehouse.archives.gov/news/releases/2008/10/20081006.html","Economy","11:47",NA,NA,1,0,0.49,0.455172414,6.5,1.96,"131",0.0226821880957218,0.0226821880957218
"122","Bush","President","132",0.086499,"X10.7.08","2:00","","President Bush Discusses Emergency Economic Stabilization Act of 2008","http://georgewbush-whitehouse.archives.gov/news/releases/2008/10/20081007-4.html","Economy","2:35",NA,NA,1,0,0.49,0.455172414,6.5,2.97,"132",-0.04325487145505,-0.04325487145505
"123","Bush","President","133",0.132,"X10.10.08","10:25","","President Bush Discusses the Economy","http://georgewbush-whitehouse.archives.gov/news/releases/2008/10/20081010.html","Economy","10:33",NA,NA,1,0,0.49,0.455172414,6.5,0.79,"133",-0.00603815013036912,0.0279413106973348
"124","Bush","President","134",0.1675,"X10.11.08","7:54","","President Bush Meets with G7 Finance Ministers to Discuss World Economy","http://georgewbush-whitehouse.archives.gov/news/releases/2008/10/20081011-2.html","Economy","8:00",NA,NA,1,0,0.49,0.455172414,6.5,0.85,"134",NA,NA
"125","Bush","President","135",0.177,"X10.14.08","8:02","","President Bush Discusses Economy","http://georgewbush-whitehouse.archives.gov/news/releases/2008/10/20081014.html","Economy","8:08",NA,NA,1,0,0.49,0.455172414,6.5,1.1,"135",0.0303030303030303,-0.0157055789967183
"126","Bush","President","136",0.17186,"X10.15.08","9:57","","President Bush Meets with Cabinet","http://georgewbush-whitehouse.archives.gov/news/releases/2008/10/20081015.html","Economy","10:00",NA,NA,1,0,0.49,0.455172414,6.5,1.04,"136",0.0567079290732687,-0.0171936242487589
"127","Bush","President","137",0.08533,"X10.15.08","1:41","","President Bush Visits Ada, Michigan, Discusses Economy","http://georgewbush-whitehouse.archives.gov/news/releases/2008/10/20081015-8.html","Economy","1:46",NA,NA,1,0,0.49,0.455172414,6.5,1.04,"137",-0.0442682836960069,-0.0442682836960069
"128","Bush","President","138",0.0986,"X10.17.08","8:40","","President Bush Discusses the Economy","http://georgewbush-whitehouse.archives.gov/news/releases/2008/10/20081017-4.html","Economy","8:59",NA,NA,1,0,0.49,0.455172414,6.5,0.6,"138",-0.146411483253589,0.0490741332651452
"129","Bush","President","139",0.10966,"X10.20.08","2:32","","President Bush Participates in Roundtable Meeting on Economy","http://georgewbush-whitehouse.archives.gov/news/releases/2008/10/20081020-8.html","Economy","2:37",NA,NA,1,0,0.49,0.455172414,6.5,0.7,"139",0.0275286757038582,0.0275286757038582
"130","Bush","President","140",0.079,"X11.13.08","1:58","","President Bush Discusses Financial Markets and World Economy","http://georgewbush-whitehouse.archives.gov/news/releases/2008/11/20081113-4.html","Economy","2:22",NA,NA,1,0,0.49,0.455172414,6.8,0.35,"140",0.0982970363853301,0.0982970363853301
"131","Bush","President","141",0.2951,"X11.24.08","10:25","","President Bush Meets with Secretary of the Treasury Henry Paulson","http://georgewbush-whitehouse.archives.gov/news/releases/2008/11/20081124.html","Economy","10:27",NA,NA,1,0,0.49,0.455172414,6.8,0.62,"141",-0.0271898655955508,0.0261098497657118
"132","Bush","President","142",0.1068,"X12.5.08","11:29","","President Bush Discusses Economy","http://georgewbush-whitehouse.archives.gov/news/releases/2008/12/20081205-1.html","Economy","11:33",NA,NA,1,0,0.49,0.455172414,7.3,0.12,"142",0.0459038704901985,0.0459038704901985
"133","Bush","President","143",0.09201,"X12.18.08","10:44","","President Bush Addresses the American Enterprise Institute","http://georgewbush-whitehouse.archives.gov/news/releases/2008/12/20081218-2.html","Economy","11:52",NA,NA,1,0,0.49,0.455172414,7.3,0.11,"143",0.0837813620071685,-0.0248580330114678
"134","Bush","President","144",0.09246,"X12.19.08","9:01","","President Bush Discusses Administrations Plan to Assist Automakers,http://georgewbush-whitehouse.archives.gov/news/releases/2008/12/20081219.html,Economy,9:08,,,1,0,0.49,0.455172414,7.3,0.11,144
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,



































































,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",0.031063321385902,-0.00841232622489921
